Gene,Pathway,OG_TSG
RPS6KB2,WP_BREAST_CANCER_PATHWAY,TSG
RPS6KB1,WP_BREAST_CANCER_PATHWAY,TSG
MIR4683,WP_BREAST_CANCER_PATHWAY,TSG
CSNK2B,WP_BREAST_CANCER_PATHWAY,TSG
CSNK1A1L,WP_BREAST_CANCER_PATHWAY,TSG
FGF22,WP_BREAST_CANCER_PATHWAY,TSG
IGF1R,WP_BREAST_CANCER_PATHWAY,TSG
ATM,WP_BREAST_CANCER_PATHWAY,TSG
DVL1,WP_BREAST_CANCER_PATHWAY,TSG
CSNK2A2,WP_BREAST_CANCER_PATHWAY,TSG
CCND1,WP_BREAST_CANCER_PATHWAY,TSG
CSNK2A1,WP_BREAST_CANCER_PATHWAY,TSG
MYC,WP_BREAST_CANCER_PATHWAY,TSG
IGF1,WP_BREAST_CANCER_PATHWAY,TSG
CSNK1A1,WP_BREAST_CANCER_PATHWAY,TSG
NCOA1,WP_BREAST_CANCER_PATHWAY,TSG
SHC4,WP_BREAST_CANCER_PATHWAY,TSG
DVL3,WP_BREAST_CANCER_PATHWAY,TSG
DVL2,WP_BREAST_CANCER_PATHWAY,TSG
SHC2,WP_BREAST_CANCER_PATHWAY,TSG
MIR6808,WP_BREAST_CANCER_PATHWAY,TSG
WNT4,WP_BREAST_CANCER_PATHWAY,TSG
CETN3,WP_BREAST_CANCER_PATHWAY,TSG
ARAF,WP_BREAST_CANCER_PATHWAY,TSG
NOTCH1,WP_BREAST_CANCER_PATHWAY,TSG
NOTCH2,WP_BREAST_CANCER_PATHWAY,TSG
NOTCH3,WP_BREAST_CANCER_PATHWAY,TSG
FRAT1,WP_BREAST_CANCER_PATHWAY,TSG
FGF18,WP_BREAST_CANCER_PATHWAY,TSG
NOTCH4,WP_BREAST_CANCER_PATHWAY,TSG
E2F1,WP_BREAST_CANCER_PATHWAY,TSG
FGF20,WP_BREAST_CANCER_PATHWAY,TSG
GADD45B,WP_BREAST_CANCER_PATHWAY,TSG
SOS1,WP_BREAST_CANCER_PATHWAY,TSG
AXIN1,WP_BREAST_CANCER_PATHWAY,TSG
AXIN2,WP_BREAST_CANCER_PATHWAY,TSG
HRAS,WP_BREAST_CANCER_PATHWAY,TSG
KIT,WP_BREAST_CANCER_PATHWAY,TSG
GADD45G,WP_BREAST_CANCER_PATHWAY,TSG
WNT16,WP_BREAST_CANCER_PATHWAY,TSG
FLT4,WP_BREAST_CANCER_PATHWAY,TSG
CSNK2A3,WP_BREAST_CANCER_PATHWAY,TSG
E2F3,WP_BREAST_CANCER_PATHWAY,TSG
E2F2,WP_BREAST_CANCER_PATHWAY,TSG
FZD3,WP_BREAST_CANCER_PATHWAY,TSG
FZD5,WP_BREAST_CANCER_PATHWAY,TSG
FGF17,WP_BREAST_CANCER_PATHWAY,TSG
FGF16,WP_BREAST_CANCER_PATHWAY,TSG
RAD50,WP_BREAST_CANCER_PATHWAY,TSG
POLK,WP_BREAST_CANCER_PATHWAY,TSG
FZD1,WP_BREAST_CANCER_PATHWAY,TSG
WNT3,WP_BREAST_CANCER_PATHWAY,TSG
PIK3R1,WP_BREAST_CANCER_PATHWAY,TSG
WNT2,WP_BREAST_CANCER_PATHWAY,TSG
MRE11,WP_BREAST_CANCER_PATHWAY,TSG
PIK3R2,WP_BREAST_CANCER_PATHWAY,TSG
WNT6,WP_BREAST_CANCER_PATHWAY,TSG
WNT5A,WP_BREAST_CANCER_PATHWAY,TSG
TNFSF11,WP_BREAST_CANCER_PATHWAY,TSG
FZD8,WP_BREAST_CANCER_PATHWAY,TSG
WNT7B,WP_BREAST_CANCER_PATHWAY,TSG
FZD9,WP_BREAST_CANCER_PATHWAY,TSG
WNT7A,WP_BREAST_CANCER_PATHWAY,TSG
NCOA3,WP_BREAST_CANCER_PATHWAY,TSG
FZD6,WP_BREAST_CANCER_PATHWAY,TSG
FZD7,WP_BREAST_CANCER_PATHWAY,TSG
ESR2,WP_BREAST_CANCER_PATHWAY,TSG
ERBB2,WP_BREAST_CANCER_PATHWAY,TSG
PIK3CA,WP_BREAST_CANCER_PATHWAY,TSG
WNT1,WP_BREAST_CANCER_PATHWAY,TSG
PARP1,WP_BREAST_CANCER_PATHWAY,TSG
PIK3CD,WP_BREAST_CANCER_PATHWAY,TSG
PTEN,WP_BREAST_CANCER_PATHWAY,TSG
DDB2,WP_BREAST_CANCER_PATHWAY,TSG
ATR,WP_BREAST_CANCER_PATHWAY,TSG
AKT3,WP_BREAST_CANCER_PATHWAY,TSG
SOS2,WP_BREAST_CANCER_PATHWAY,TSG
TCF7,WP_BREAST_CANCER_PATHWAY,TSG
FZD10,WP_BREAST_CANCER_PATHWAY,TSG
TCF7L2,WP_BREAST_CANCER_PATHWAY,TSG
MAP2K1,WP_BREAST_CANCER_PATHWAY,TSG
MAP2K2,WP_BREAST_CANCER_PATHWAY,TSG
GADD45A,WP_BREAST_CANCER_PATHWAY,TSG
HES1,WP_BREAST_CANCER_PATHWAY,TSG
NRAS,WP_BREAST_CANCER_PATHWAY,TSG
FOS,WP_BREAST_CANCER_PATHWAY,TSG
CDK6,WP_BREAST_CANCER_PATHWAY,TSG
FRAT2,WP_BREAST_CANCER_PATHWAY,TSG
WNT10B,WP_BREAST_CANCER_PATHWAY,TSG
WNT2B,WP_BREAST_CANCER_PATHWAY,TSG
WNT11,WP_BREAST_CANCER_PATHWAY,TSG
CDK4,WP_BREAST_CANCER_PATHWAY,TSG
BRCA1,WP_BREAST_CANCER_PATHWAY,TSG
BRAF,WP_BREAST_CANCER_PATHWAY,TSG
TCF7L1,WP_BREAST_CANCER_PATHWAY,TSG
BRCA2,WP_BREAST_CANCER_PATHWAY,TSG
CTNNB1,WP_BREAST_CANCER_PATHWAY,TSG
WNT10A,WP_BREAST_CANCER_PATHWAY,TSG
SP1,WP_BREAST_CANCER_PATHWAY,TSG
APC2,WP_BREAST_CANCER_PATHWAY,TSG
SFRP4,WP_BREAST_CANCER_PATHWAY,TSG
JAG2,WP_BREAST_CANCER_PATHWAY,TSG
MAPK1,WP_BREAST_CANCER_PATHWAY,TSG
MAPK3,WP_BREAST_CANCER_PATHWAY,TSG
HES5,WP_BREAST_CANCER_PATHWAY,TSG
DLL4,WP_BREAST_CANCER_PATHWAY,TSG
CDKN1A,WP_BREAST_CANCER_PATHWAY,TSG
LEF1,WP_BREAST_CANCER_PATHWAY,TSG
HEY2,WP_BREAST_CANCER_PATHWAY,TSG
APC,WP_BREAST_CANCER_PATHWAY,TSG
MTOR,WP_BREAST_CANCER_PATHWAY,TSG
AKT1,WP_BREAST_CANCER_PATHWAY,TSG
SHC3,WP_BREAST_CANCER_PATHWAY,TSG
AKT2,WP_BREAST_CANCER_PATHWAY,TSG
KRAS,WP_BREAST_CANCER_PATHWAY,TSG
JUN,WP_BREAST_CANCER_PATHWAY,TSG
PGR,WP_BREAST_CANCER_PATHWAY,TSG
NFKB2,WP_BREAST_CANCER_PATHWAY,TSG
FGF19,WP_BREAST_CANCER_PATHWAY,TSG
DLL1,WP_BREAST_CANCER_PATHWAY,TSG
FGF9,WP_BREAST_CANCER_PATHWAY,TSG
ESR1,WP_BREAST_CANCER_PATHWAY,TSG
FGF8,WP_BREAST_CANCER_PATHWAY,TSG
FGF7,WP_BREAST_CANCER_PATHWAY,TSG
FGF6,WP_BREAST_CANCER_PATHWAY,TSG
FGF5,WP_BREAST_CANCER_PATHWAY,TSG
FGF23,WP_BREAST_CANCER_PATHWAY,TSG
FGF4,WP_BREAST_CANCER_PATHWAY,TSG
FGF3,WP_BREAST_CANCER_PATHWAY,TSG
GRB2,WP_BREAST_CANCER_PATHWAY,TSG
EGF,WP_BREAST_CANCER_PATHWAY,TSG
FGF2,WP_BREAST_CANCER_PATHWAY,TSG
FGF1,WP_BREAST_CANCER_PATHWAY,TSG
BAK1,WP_BREAST_CANCER_PATHWAY,TSG
HEY1,WP_BREAST_CANCER_PATHWAY,TSG
PIK3R3,WP_BREAST_CANCER_PATHWAY,TSG
EGFR,WP_BREAST_CANCER_PATHWAY,TSG
FGF21,WP_BREAST_CANCER_PATHWAY,TSG
LRP6,WP_BREAST_CANCER_PATHWAY,TSG
HEYL,WP_BREAST_CANCER_PATHWAY,TSG
LRP5,WP_BREAST_CANCER_PATHWAY,TSG
WNT3A,WP_BREAST_CANCER_PATHWAY,TSG
TP53,WP_BREAST_CANCER_PATHWAY,TSG
SHC1,WP_BREAST_CANCER_PATHWAY,TSG
NBN,WP_BREAST_CANCER_PATHWAY,TSG
SKP1,WP_BREAST_CANCER_PATHWAY,TSG
RAF1,WP_BREAST_CANCER_PATHWAY,TSG
FGFR1,WP_BREAST_CANCER_PATHWAY,TSG
BAX,WP_BREAST_CANCER_PATHWAY,TSG
GSK3B,WP_BREAST_CANCER_PATHWAY,TSG
FZD2,WP_BREAST_CANCER_PATHWAY,TSG
WNT5B,WP_BREAST_CANCER_PATHWAY,TSG
FGF10,WP_BREAST_CANCER_PATHWAY,TSG
RAD51,WP_BREAST_CANCER_PATHWAY,TSG
DLL3,WP_BREAST_CANCER_PATHWAY,TSG
RB1,WP_BREAST_CANCER_PATHWAY,TSG
MCM3,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MCM4,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SMARCA2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MCM6,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MCM7,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
HLTF,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
POLA1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RFC3,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDK6,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
KIF4A,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SIN3A,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDK4,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
PLK4,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCND1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDK2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDC25A,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MYC,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDC25B,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
FANCG,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SKP2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RBBP7,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RRM2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
PRKDC,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RRM1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
TYMS,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
PCNA,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SUV39H1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
STMN1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SAP30,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDKN1B,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
DNMT1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDKN1A,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
ANLN,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RPA1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RFC4,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RFC5,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RPA3,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
POLE,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RPA2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
POLE2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
E2F1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MSH6,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RBP1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
ABL1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
WEE1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SMC2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SMC3,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
TFDP1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
HDAC1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MDM2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCDC6,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCNA2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCNB1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
POLD3,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
DCK,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCND3,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
H2AZ1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
E2F3,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCNE1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CHEK1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
E2F2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
NPAT,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
DHFR,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
FAF1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
PRIM1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RABIF,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
TOP2A,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCNB2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCNE2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
SMC1A,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
TP53,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RAF1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
PRMT2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
BARD1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
TTK,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RBBP4,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
ZNF655,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDK1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MIR3917,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
HMGB2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDT1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
HMGB1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDC45,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
TFDP2,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CDC7,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
ORC1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
MAPK13,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
RB1,WP_RETINOBLASTOMA_GENE_IN_CANCER,TSG
CCL4,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
CCL5,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
KLRK1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
TNF,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
MICB,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
GZMB,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
TIGIT,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
CSF2,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
GATA2,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
PVR,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
MYC,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
IFNG,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
CCL3,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
CCL2,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
ADAM17,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
FOXO1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
PRF1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
NCR1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
CCL1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
MICA,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
KLRC4-KLRK1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
NCR3,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
ADAM10,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
FCGR3A,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
NCR3LG1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
BMI1,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
CD226,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
CD96,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,TSG
MAPK3,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
SHC1,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
RAF1,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
SOS1,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
FOS,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
GAREM2,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
BRAF,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
MYC,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
ELK1,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
ALK,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
SOS2,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
KSR1,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
MAP2K1,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
MAP2K2,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
KRAS,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
JUN,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,TSG
RYR3,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
TNNC1,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
ITGB3,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
MAPK1,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
MAPK3,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
CREB1,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
MFAP5,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
PLCG1,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
PRKCQ,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
ITGAV,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
ITPR3,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
PTK2,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
JUN,WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,TSG
AURKA,WP_GASTRIC_CANCER_NETWORK_1,TSG
MCM4,WP_GASTRIC_CANCER_NETWORK_1,TSG
CASTOR3,WP_GASTRIC_CANCER_NETWORK_1,TSG
ESM1,WP_GASTRIC_CANCER_NETWORK_1,TSG
KIF20B,WP_GASTRIC_CANCER_NETWORK_1,TSG
UBE2C,WP_GASTRIC_CANCER_NETWORK_1,TSG
CENPF,WP_GASTRIC_CANCER_NETWORK_1,TSG
NUP107,WP_GASTRIC_CANCER_NETWORK_1,TSG
LIN9,WP_GASTRIC_CANCER_NETWORK_1,TSG
H3-3A,WP_GASTRIC_CANCER_NETWORK_1,TSG
TPX2,WP_GASTRIC_CANCER_NETWORK_1,TSG
E2F7,WP_GASTRIC_CANCER_NETWORK_1,TSG
INO80D,WP_GASTRIC_CANCER_NETWORK_1,TSG
KIF15,WP_GASTRIC_CANCER_NETWORK_1,TSG
ECT2,WP_GASTRIC_CANCER_NETWORK_1,TSG
RNF216,WP_GASTRIC_CANCER_NETWORK_1,TSG
CEP192,WP_GASTRIC_CANCER_NETWORK_1,TSG
GATD3A,WP_GASTRIC_CANCER_NETWORK_1,TSG
CCNA1,WP_GASTRIC_CANCER_NETWORK_1,TSG
SMOC2,WP_GASTRIC_CANCER_NETWORK_1,TSG
MYBL2,WP_GASTRIC_CANCER_NETWORK_1,TSG
RUVBL1,WP_GASTRIC_CANCER_NETWORK_1,TSG
TOP2A,WP_GASTRIC_CANCER_NETWORK_1,TSG
S100P,WP_GASTRIC_CANCER_NETWORK_1,TSG
APC,WP_GASTRIC_CANCER_NETWORK_1,TSG
GATD3B,WP_GASTRIC_CANCER_NETWORK_1,TSG
NOTCH1,WP_GASTRIC_CANCER_NETWORK_1,TSG
H4-16,WP_GASTRIC_CANCER_NETWORK_1,TSG
ACTL6A,WP_GASTRIC_CANCER_NETWORK_1,TSG
CUL1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
YBX3,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
RPS6KB1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
TNF,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
PKN1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
CARD14,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
SOCS3,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
SMAD7,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
NRG1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
APP,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
PAK2,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
TNFRSF21,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
HSPB1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
F2R,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
RNF7,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
VAV3,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
RIPK2,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
ERN1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
THBS1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
MAPK1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
BEX3,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
CUL5,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
HSPD1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
JUND,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
CDKN1B,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
CDKN1A,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
CASP7,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
ETS1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
BCL3,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
AKT1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
PTK2,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
TNFRSF10B,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
NFKB1,WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,TSG
