Gene,Pathway,OG_TSG
KLK3,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3CD,KEGG_PATHWAYS_IN_CANCER,TSG
FASLG,KEGG_PATHWAYS_IN_CANCER,TSG
FZD2,KEGG_PATHWAYS_IN_CANCER,TSG
HDAC1,KEGG_PATHWAYS_IN_CANCER,TSG
HDAC2,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3CG,KEGG_PATHWAYS_IN_CANCER,TSG
CKS1B,KEGG_PATHWAYS_IN_CANCER,TSG
IL6,KEGG_PATHWAYS_IN_CANCER,TSG
NTRK1,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3R1,KEGG_PATHWAYS_IN_CANCER,TSG
PIK3R2,KEGG_PATHWAYS_IN_CANCER,TSG
JUN,KEGG_COLORECTAL_CANCER,TSG
CASP9,KEGG_COLORECTAL_CANCER,TSG
RAF1,KEGG_COLORECTAL_CANCER,TSG
BIRC5,KEGG_COLORECTAL_CANCER,TSG
APC2,KEGG_COLORECTAL_CANCER,TSG
RHOA,KEGG_COLORECTAL_CANCER,TSG
LEF1,KEGG_COLORECTAL_CANCER,TSG
MSH6,KEGG_COLORECTAL_CANCER,TSG
BAD,KEGG_COLORECTAL_CANCER,TSG
MAPK9,KEGG_COLORECTAL_CANCER,TSG
MAPK10,KEGG_COLORECTAL_CANCER,TSG
RAC2,KEGG_COLORECTAL_CANCER,TSG
RAC3,KEGG_COLORECTAL_CANCER,TSG
BRAF,KEGG_COLORECTAL_CANCER,TSG
MLH1,KEGG_COLORECTAL_CANCER,TSG
MAP2K1,KEGG_COLORECTAL_CANCER,TSG
BAX,KEGG_COLORECTAL_CANCER,TSG
AKT1,KEGG_COLORECTAL_CANCER,TSG
CASP3,KEGG_COLORECTAL_CANCER,TSG
AKT2,KEGG_COLORECTAL_CANCER,TSG
AKT3,KEGG_COLORECTAL_CANCER,TSG
AXIN1,KEGG_COLORECTAL_CANCER,TSG
AXIN2,KEGG_COLORECTAL_CANCER,TSG
SMAD3,KEGG_COLORECTAL_CANCER,TSG
MAPK3,KEGG_COLORECTAL_CANCER,TSG
SMAD4,KEGG_COLORECTAL_CANCER,TSG
TCF7,KEGG_COLORECTAL_CANCER,TSG
RAC1,KEGG_COLORECTAL_CANCER,TSG
MYC,KEGG_COLORECTAL_CANCER,TSG
TCF7L2,KEGG_COLORECTAL_CANCER,TSG
SMAD2,KEGG_COLORECTAL_CANCER,TSG
MAPK1,KEGG_COLORECTAL_CANCER,TSG
PIK3R5,KEGG_COLORECTAL_CANCER,TSG
MAPK8,KEGG_COLORECTAL_CANCER,TSG
APPL1,KEGG_COLORECTAL_CANCER,TSG
GSK3B,KEGG_COLORECTAL_CANCER,TSG
KRAS,KEGG_COLORECTAL_CANCER,TSG
CTNNB1,KEGG_COLORECTAL_CANCER,TSG
TGFB2,KEGG_COLORECTAL_CANCER,TSG
TGFB1,KEGG_COLORECTAL_CANCER,TSG
ARAF,KEGG_COLORECTAL_CANCER,TSG
TGFBR2,KEGG_COLORECTAL_CANCER,TSG
TGFBR1,KEGG_COLORECTAL_CANCER,TSG
TGFB3,KEGG_COLORECTAL_CANCER,TSG
CCND1,KEGG_COLORECTAL_CANCER,TSG
PIK3R3,KEGG_COLORECTAL_CANCER,TSG
BCL2,KEGG_COLORECTAL_CANCER,TSG
TCF7L1,KEGG_COLORECTAL_CANCER,TSG
MSH2,KEGG_COLORECTAL_CANCER,TSG
APC,KEGG_COLORECTAL_CANCER,TSG
RALGDS,KEGG_COLORECTAL_CANCER,TSG
TP53,KEGG_COLORECTAL_CANCER,TSG
MSH3,KEGG_COLORECTAL_CANCER,TSG
PIK3CA,KEGG_COLORECTAL_CANCER,TSG
PIK3CB,KEGG_COLORECTAL_CANCER,TSG
CYCS,KEGG_COLORECTAL_CANCER,TSG
PIK3CD,KEGG_COLORECTAL_CANCER,TSG
FOS,KEGG_COLORECTAL_CANCER,TSG
PIK3CG,KEGG_COLORECTAL_CANCER,TSG
DCC,KEGG_COLORECTAL_CANCER,TSG
PIK3R1,KEGG_COLORECTAL_CANCER,TSG
PIK3R2,KEGG_COLORECTAL_CANCER,TSG
CASP9,KEGG_PANCREATIC_CANCER,TSG
E2F1,KEGG_PANCREATIC_CANCER,TSG
STAT3,KEGG_PANCREATIC_CANCER,TSG
CHUK,KEGG_PANCREATIC_CANCER,TSG
RAF1,KEGG_PANCREATIC_CANCER,TSG
ARHGEF6,KEGG_PANCREATIC_CANCER,TSG
STAT1,KEGG_PANCREATIC_CANCER,TSG
RAD51,KEGG_PANCREATIC_CANCER,TSG
BAD,KEGG_PANCREATIC_CANCER,TSG
PGF,KEGG_PANCREATIC_CANCER,TSG
MAPK9,KEGG_PANCREATIC_CANCER,TSG
MAPK10,KEGG_PANCREATIC_CANCER,TSG
ERBB2,KEGG_PANCREATIC_CANCER,TSG
RAC2,KEGG_PANCREATIC_CANCER,TSG
BRCA2,KEGG_PANCREATIC_CANCER,TSG
TGFA,KEGG_PANCREATIC_CANCER,TSG
BRAF,KEGG_PANCREATIC_CANCER,TSG
RAC3,KEGG_PANCREATIC_CANCER,TSG
MAP2K1,KEGG_PANCREATIC_CANCER,TSG
IKBKB,KEGG_PANCREATIC_CANCER,TSG
RB1,KEGG_PANCREATIC_CANCER,TSG
JAK1,KEGG_PANCREATIC_CANCER,TSG
AKT1,KEGG_PANCREATIC_CANCER,TSG
AKT2,KEGG_PANCREATIC_CANCER,TSG
AKT3,KEGG_PANCREATIC_CANCER,TSG
SMAD3,KEGG_PANCREATIC_CANCER,TSG
MAPK3,KEGG_PANCREATIC_CANCER,TSG
SMAD4,KEGG_PANCREATIC_CANCER,TSG
NFKB1,KEGG_PANCREATIC_CANCER,TSG
RAC1,KEGG_PANCREATIC_CANCER,TSG
SMAD2,KEGG_PANCREATIC_CANCER,TSG
MAPK1,KEGG_PANCREATIC_CANCER,TSG
PIK3R5,KEGG_PANCREATIC_CANCER,TSG
IKBKG,KEGG_PANCREATIC_CANCER,TSG
MAPK8,KEGG_PANCREATIC_CANCER,TSG
EGFR,KEGG_PANCREATIC_CANCER,TSG
RELA,KEGG_PANCREATIC_CANCER,TSG
KRAS,KEGG_PANCREATIC_CANCER,TSG
CDKN2A,KEGG_PANCREATIC_CANCER,TSG
EGF,KEGG_PANCREATIC_CANCER,TSG
TGFB2,KEGG_PANCREATIC_CANCER,TSG
TGFB1,KEGG_PANCREATIC_CANCER,TSG
VEGFA,KEGG_PANCREATIC_CANCER,TSG
ARAF,KEGG_PANCREATIC_CANCER,TSG
VEGFC,KEGG_PANCREATIC_CANCER,TSG
VEGFB,KEGG_PANCREATIC_CANCER,TSG
TGFBR2,KEGG_PANCREATIC_CANCER,TSG
TGFBR1,KEGG_PANCREATIC_CANCER,TSG
TGFB3,KEGG_PANCREATIC_CANCER,TSG
CCND1,KEGG_PANCREATIC_CANCER,TSG
PIK3R3,KEGG_PANCREATIC_CANCER,TSG
RALB,KEGG_PANCREATIC_CANCER,TSG
BCL2L1,KEGG_PANCREATIC_CANCER,TSG
RALA,KEGG_PANCREATIC_CANCER,TSG
CDK4,KEGG_PANCREATIC_CANCER,TSG
VEGFD,KEGG_PANCREATIC_CANCER,TSG
RALBP1,KEGG_PANCREATIC_CANCER,TSG
RALGDS,KEGG_PANCREATIC_CANCER,TSG
TP53,KEGG_PANCREATIC_CANCER,TSG
E2F3,KEGG_PANCREATIC_CANCER,TSG
E2F2,KEGG_PANCREATIC_CANCER,TSG
PIK3CA,KEGG_PANCREATIC_CANCER,TSG
PIK3CB,KEGG_PANCREATIC_CANCER,TSG
CDK6,KEGG_PANCREATIC_CANCER,TSG
PIK3CD,KEGG_PANCREATIC_CANCER,TSG
PLD1,KEGG_PANCREATIC_CANCER,TSG
PIK3CG,KEGG_PANCREATIC_CANCER,TSG
PIK3R1,KEGG_PANCREATIC_CANCER,TSG
CDC42,KEGG_PANCREATIC_CANCER,TSG
PIK3R2,KEGG_PANCREATIC_CANCER,TSG
CASP9,KEGG_ENDOMETRIAL_CANCER,TSG
SOS2,KEGG_ENDOMETRIAL_CANCER,TSG
RAF1,KEGG_ENDOMETRIAL_CANCER,TSG
ELK1,KEGG_ENDOMETRIAL_CANCER,TSG
APC2,KEGG_ENDOMETRIAL_CANCER,TSG
LEF1,KEGG_ENDOMETRIAL_CANCER,TSG
BAD,KEGG_ENDOMETRIAL_CANCER,TSG
ERBB2,KEGG_ENDOMETRIAL_CANCER,TSG
MAP2K2,KEGG_ENDOMETRIAL_CANCER,TSG
BRAF,KEGG_ENDOMETRIAL_CANCER,TSG
MLH1,KEGG_ENDOMETRIAL_CANCER,TSG
MAP2K1,KEGG_ENDOMETRIAL_CANCER,TSG
PDPK1,KEGG_ENDOMETRIAL_CANCER,TSG
ILK,KEGG_ENDOMETRIAL_CANCER,TSG
AKT1,KEGG_ENDOMETRIAL_CANCER,TSG
AKT2,KEGG_ENDOMETRIAL_CANCER,TSG
NRAS,KEGG_ENDOMETRIAL_CANCER,TSG
AKT3,KEGG_ENDOMETRIAL_CANCER,TSG
GRB2,KEGG_ENDOMETRIAL_CANCER,TSG
AXIN1,KEGG_ENDOMETRIAL_CANCER,TSG
AXIN2,KEGG_ENDOMETRIAL_CANCER,TSG
MAPK3,KEGG_ENDOMETRIAL_CANCER,TSG
TCF7,KEGG_ENDOMETRIAL_CANCER,TSG
CTNNA1,KEGG_ENDOMETRIAL_CANCER,TSG
MYC,KEGG_ENDOMETRIAL_CANCER,TSG
SOS1,KEGG_ENDOMETRIAL_CANCER,TSG
MAPK1,KEGG_ENDOMETRIAL_CANCER,TSG
TCF7L2,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3R5,KEGG_ENDOMETRIAL_CANCER,TSG
HRAS,KEGG_ENDOMETRIAL_CANCER,TSG
EGFR,KEGG_ENDOMETRIAL_CANCER,TSG
GSK3B,KEGG_ENDOMETRIAL_CANCER,TSG
KRAS,KEGG_ENDOMETRIAL_CANCER,TSG
CTNNA2,KEGG_ENDOMETRIAL_CANCER,TSG
EGF,KEGG_ENDOMETRIAL_CANCER,TSG
CTNNB1,KEGG_ENDOMETRIAL_CANCER,TSG
ARAF,KEGG_ENDOMETRIAL_CANCER,TSG
CCND1,KEGG_ENDOMETRIAL_CANCER,TSG
PTEN,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3R3,KEGG_ENDOMETRIAL_CANCER,TSG
TCF7L1,KEGG_ENDOMETRIAL_CANCER,TSG
FOXO3,KEGG_ENDOMETRIAL_CANCER,TSG
APC,KEGG_ENDOMETRIAL_CANCER,TSG
TP53,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3CA,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3CB,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3CD,KEGG_ENDOMETRIAL_CANCER,TSG
CTNNA3,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3CG,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3R1,KEGG_ENDOMETRIAL_CANCER,TSG
PIK3R2,KEGG_ENDOMETRIAL_CANCER,TSG
CDH1,KEGG_ENDOMETRIAL_CANCER,TSG
CASP9,KEGG_PROSTATE_CANCER,TSG
SOS2,KEGG_PROSTATE_CANCER,TSG
E2F1,KEGG_PROSTATE_CANCER,TSG
CHUK,KEGG_PROSTATE_CANCER,TSG
RAF1,KEGG_PROSTATE_CANCER,TSG
IGF1,KEGG_PROSTATE_CANCER,TSG
CREB3L4,KEGG_PROSTATE_CANCER,TSG
MTOR,KEGG_PROSTATE_CANCER,TSG
CREB3L1,KEGG_PROSTATE_CANCER,TSG
PDGFD,KEGG_PROSTATE_CANCER,TSG
NKX3-1,KEGG_PROSTATE_CANCER,TSG
IGF1R,KEGG_PROSTATE_CANCER,TSG
GSTP1,KEGG_PROSTATE_CANCER,TSG
CREB3,KEGG_PROSTATE_CANCER,TSG
CREBBP,KEGG_PROSTATE_CANCER,TSG
LEF1,KEGG_PROSTATE_CANCER,TSG
BAD,KEGG_PROSTATE_CANCER,TSG
INS,KEGG_PROSTATE_CANCER,TSG
PDGFRB,KEGG_PROSTATE_CANCER,TSG
ERBB2,KEGG_PROSTATE_CANCER,TSG
MAP2K2,KEGG_PROSTATE_CANCER,TSG
TGFA,KEGG_PROSTATE_CANCER,TSG
BRAF,KEGG_PROSTATE_CANCER,TSG
MAP2K1,KEGG_PROSTATE_CANCER,TSG
FGFR2,KEGG_PROSTATE_CANCER,TSG
PDPK1,KEGG_PROSTATE_CANCER,TSG
IKBKB,KEGG_PROSTATE_CANCER,TSG
MDM2,KEGG_PROSTATE_CANCER,TSG
RB1,KEGG_PROSTATE_CANCER,TSG
CREB1,KEGG_PROSTATE_CANCER,TSG
AKT1,KEGG_PROSTATE_CANCER,TSG
AKT2,KEGG_PROSTATE_CANCER,TSG
FGFR1,KEGG_PROSTATE_CANCER,TSG
AKT3,KEGG_PROSTATE_CANCER,TSG
NRAS,KEGG_PROSTATE_CANCER,TSG
GRB2,KEGG_PROSTATE_CANCER,TSG
CREB5,KEGG_PROSTATE_CANCER,TSG
MAPK3,KEGG_PROSTATE_CANCER,TSG
TCF7,KEGG_PROSTATE_CANCER,TSG
NFKB1,KEGG_PROSTATE_CANCER,TSG
INSRR,KEGG_PROSTATE_CANCER,TSG
NFKBIA,KEGG_PROSTATE_CANCER,TSG
SOS1,KEGG_PROSTATE_CANCER,TSG
TCF7L2,KEGG_PROSTATE_CANCER,TSG
MAPK1,KEGG_PROSTATE_CANCER,TSG
PIK3R5,KEGG_PROSTATE_CANCER,TSG
IKBKG,KEGG_PROSTATE_CANCER,TSG
HRAS,KEGG_PROSTATE_CANCER,TSG
EP300,KEGG_PROSTATE_CANCER,TSG
EGFR,KEGG_PROSTATE_CANCER,TSG
RELA,KEGG_PROSTATE_CANCER,TSG
PDGFC,KEGG_PROSTATE_CANCER,TSG
GSK3B,KEGG_PROSTATE_CANCER,TSG
KRAS,KEGG_PROSTATE_CANCER,TSG
CDKN1B,KEGG_PROSTATE_CANCER,TSG
EGF,KEGG_PROSTATE_CANCER,TSG
CDKN1A,KEGG_PROSTATE_CANCER,TSG
CTNNB1,KEGG_PROSTATE_CANCER,TSG
HSP90AA1,KEGG_PROSTATE_CANCER,TSG
ARAF,KEGG_PROSTATE_CANCER,TSG
AR,KEGG_PROSTATE_CANCER,TSG
CREB3L3,KEGG_PROSTATE_CANCER,TSG
HSP90B1,KEGG_PROSTATE_CANCER,TSG
SRD5A2,KEGG_PROSTATE_CANCER,TSG
CREB3L2,KEGG_PROSTATE_CANCER,TSG
CCND1,KEGG_PROSTATE_CANCER,TSG
PTEN,KEGG_PROSTATE_CANCER,TSG
PIK3R3,KEGG_PROSTATE_CANCER,TSG
BCL2,KEGG_PROSTATE_CANCER,TSG
PDGFA,KEGG_PROSTATE_CANCER,TSG
PDGFB,KEGG_PROSTATE_CANCER,TSG
TCF7L1,KEGG_PROSTATE_CANCER,TSG
FOXO1,KEGG_PROSTATE_CANCER,TSG
PDGFRA,KEGG_PROSTATE_CANCER,TSG
CDK2,KEGG_PROSTATE_CANCER,TSG
HSP90AB1,KEGG_PROSTATE_CANCER,TSG
TP53,KEGG_PROSTATE_CANCER,TSG
E2F3,KEGG_PROSTATE_CANCER,TSG
E2F2,KEGG_PROSTATE_CANCER,TSG
PIK3CA,KEGG_PROSTATE_CANCER,TSG
PIK3CB,KEGG_PROSTATE_CANCER,TSG
CCNE2,KEGG_PROSTATE_CANCER,TSG
PIK3CD,KEGG_PROSTATE_CANCER,TSG
KLK3,KEGG_PROSTATE_CANCER,TSG
ATF4,KEGG_PROSTATE_CANCER,TSG
PIK3CG,KEGG_PROSTATE_CANCER,TSG
CCNE1,KEGG_PROSTATE_CANCER,TSG
PIK3R1,KEGG_PROSTATE_CANCER,TSG
PIK3R2,KEGG_PROSTATE_CANCER,TSG
PAX8,KEGG_THYROID_CANCER,TSG
HRAS,KEGG_THYROID_CANCER,TSG
CCDC6,KEGG_THYROID_CANCER,TSG
TFG,KEGG_THYROID_CANCER,TSG
NCOA4,KEGG_THYROID_CANCER,TSG
KRAS,KEGG_THYROID_CANCER,TSG
CTNNB1,KEGG_THYROID_CANCER,TSG
LEF1,KEGG_THYROID_CANCER,TSG
CCND1,KEGG_THYROID_CANCER,TSG
MAP2K2,KEGG_THYROID_CANCER,TSG
TCF7L1,KEGG_THYROID_CANCER,TSG
BRAF,KEGG_THYROID_CANCER,TSG
MAP2K1,KEGG_THYROID_CANCER,TSG
RXRB,KEGG_THYROID_CANCER,TSG
RXRG,KEGG_THYROID_CANCER,TSG
RXRA,KEGG_THYROID_CANCER,TSG
PPARG,KEGG_THYROID_CANCER,TSG
TP53,KEGG_THYROID_CANCER,TSG
RET,KEGG_THYROID_CANCER,TSG
NRAS,KEGG_THYROID_CANCER,TSG
TPR,KEGG_THYROID_CANCER,TSG
MAPK3,KEGG_THYROID_CANCER,TSG
TCF7,KEGG_THYROID_CANCER,TSG
NTRK1,KEGG_THYROID_CANCER,TSG
MYC,KEGG_THYROID_CANCER,TSG
TPM3,KEGG_THYROID_CANCER,TSG
CDH1,KEGG_THYROID_CANCER,TSG
MAPK1,KEGG_THYROID_CANCER,TSG
TCF7L2,KEGG_THYROID_CANCER,TSG
HRAS,KEGG_BLADDER_CANCER,TSG
E2F1,KEGG_BLADDER_CANCER,TSG
RAF1,KEGG_BLADDER_CANCER,TSG
EGFR,KEGG_BLADDER_CANCER,TSG
CDKN2A,KEGG_BLADDER_CANCER,TSG
KRAS,KEGG_BLADDER_CANCER,TSG
EGF,KEGG_BLADDER_CANCER,TSG
CDKN1A,KEGG_BLADDER_CANCER,TSG
TYMP,KEGG_BLADDER_CANCER,TSG
VEGFA,KEGG_BLADDER_CANCER,TSG
ARAF,KEGG_BLADDER_CANCER,TSG
VEGFC,KEGG_BLADDER_CANCER,TSG
VEGFB,KEGG_BLADDER_CANCER,TSG
PGF,KEGG_BLADDER_CANCER,TSG
CXCL8,KEGG_BLADDER_CANCER,TSG
CCND1,KEGG_BLADDER_CANCER,TSG
ERBB2,KEGG_BLADDER_CANCER,TSG
MMP2,KEGG_BLADDER_CANCER,TSG
MMP1,KEGG_BLADDER_CANCER,TSG
MAP2K2,KEGG_BLADDER_CANCER,TSG
RPS6KA5,KEGG_BLADDER_CANCER,TSG
BRAF,KEGG_BLADDER_CANCER,TSG
MMP9,KEGG_BLADDER_CANCER,TSG
MAP2K1,KEGG_BLADDER_CANCER,TSG
CDK4,KEGG_BLADDER_CANCER,TSG
MDM2,KEGG_BLADDER_CANCER,TSG
RB1,KEGG_BLADDER_CANCER,TSG
VEGFD,KEGG_BLADDER_CANCER,TSG
RASSF1,KEGG_BLADDER_CANCER,TSG
TP53,KEGG_BLADDER_CANCER,TSG
E2F3,KEGG_BLADDER_CANCER,TSG
FGFR3,KEGG_BLADDER_CANCER,TSG
E2F2,KEGG_BLADDER_CANCER,TSG
NRAS,KEGG_BLADDER_CANCER,TSG
MAPK3,KEGG_BLADDER_CANCER,TSG
DAPK3,KEGG_BLADDER_CANCER,TSG
DAPK2,KEGG_BLADDER_CANCER,TSG
DAPK1,KEGG_BLADDER_CANCER,TSG
THBS1,KEGG_BLADDER_CANCER,TSG
MYC,KEGG_BLADDER_CANCER,TSG
CDH1,KEGG_BLADDER_CANCER,TSG
MAPK1,KEGG_BLADDER_CANCER,TSG
CASP9,KEGG_SMALL_CELL_LUNG_CANCER,TSG
MAX,KEGG_SMALL_CELL_LUNG_CANCER,TSG
E2F1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CHUK,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMA1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
RARB,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIAS3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
FN1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
BIRC3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
XIAP,KEGG_SMALL_CELL_LUNG_CANCER,TSG
ITGA3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
ITGA2B,KEGG_SMALL_CELL_LUNG_CANCER,TSG
COL4A6,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PTK2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
COL4A1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
COL4A2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PTGS2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
NOS2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
COL4A4,KEGG_SMALL_CELL_LUNG_CANCER,TSG
RXRB,KEGG_SMALL_CELL_LUNG_CANCER,TSG
RXRG,KEGG_SMALL_CELL_LUNG_CANCER,TSG
IKBKB,KEGG_SMALL_CELL_LUNG_CANCER,TSG
RXRA,KEGG_SMALL_CELL_LUNG_CANCER,TSG
RB1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
SKP2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
AKT1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
AKT2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIAS2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
ITGAV,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMC2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
ITGB1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
AKT3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMB2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMB3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMC1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMA4,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMA5,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMB1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
NFKB1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
NFKBIA,KEGG_SMALL_CELL_LUNG_CANCER,TSG
MYC,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3R5,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIAS1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
IKBKG,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMB4,KEGG_SMALL_CELL_LUNG_CANCER,TSG
RELA,KEGG_SMALL_CELL_LUNG_CANCER,TSG
APAF1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CDKN1B,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMA3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMA2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
TRAF6,KEGG_SMALL_CELL_LUNG_CANCER,TSG
TRAF5,KEGG_SMALL_CELL_LUNG_CANCER,TSG
TRAF3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CDKN2B,KEGG_SMALL_CELL_LUNG_CANCER,TSG
TRAF2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
FHIT,KEGG_SMALL_CELL_LUNG_CANCER,TSG
TRAF1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
ITGA6,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CCND1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PTEN,KEGG_SMALL_CELL_LUNG_CANCER,TSG
ITGA2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
TRAF4,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3R3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
BCL2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
BCL2L1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
BIRC2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CDK2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIAS4,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CDK4,KEGG_SMALL_CELL_LUNG_CANCER,TSG
LAMC3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
TP53,KEGG_SMALL_CELL_LUNG_CANCER,TSG
E2F3,KEGG_SMALL_CELL_LUNG_CANCER,TSG
E2F2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3CA,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3CB,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CCNE2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CYCS,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CDK6,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3CD,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3CG,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CCNE1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3R1,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CKS1B,KEGG_SMALL_CELL_LUNG_CANCER,TSG
PIK3R2,KEGG_SMALL_CELL_LUNG_CANCER,TSG
CASP9,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
SOS2,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
E2F1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
PRKCB,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RAF1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
PRKCA,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RARB,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
BAD,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
PRKCG,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
ERBB2,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
MAP2K2,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
TGFA,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
BRAF,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
MAP2K1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RXRB,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
PDPK1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RXRG,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RB1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RXRA,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RASSF1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
AKT1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
AKT2,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
NRAS,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
AKT3,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
GRB2,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
MAPK3,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
SOS1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
MAPK1,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
PIK3R5,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
HRAS,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
EGFR,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
KRAS,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
CDKN2A,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
EGF,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
RASSF5,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
FHIT,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
STK4,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
ARAF,KEGG_NON_SMALL_CELL_LUNG_CANCER,TSG
